doctor_id,department,day_of_week,time_of_day_minutes,patients_waiting,emergency_patients_waiting,doctor_workload,avg_consultation_time,actual_wait_time
5,General Medicine,4,517,12,4,15,9.04,122.74
1,Cardiology,0,995,1,1,27,19.75,45.29
10,Orthopedics,3,699,1,0,22,16.17,26.61
9,Orthopedics,2,800,1,0,22,21.35,26.2
4,General Medicine,1,979,4,4,29,7.87,57.57
1,Cardiology,3,615,9,3,19,21.18,217.91
6,General Medicine,3,1010,8,2,26,13.06,128.06
10,Orthopedics,5,700,12,3,22,14.06,187.38
8,Orthopedics,2,794,5,4,18,20.33,130.46
5,General Medicine,0,913,0,0,8,11.29,0.0
10,Orthopedics,3,515,6,2,17,17.36,119.58
7,General Medicine,1,509,8,2,28,7.2,70.95
1,Cardiology,5,916,5,0,9,18.02,92.42
3,Cardiology,4,736,15,2,7,16.99,270.41
8,Orthopedics,2,505,6,2,15,16.13,110.13
8,Orthopedics,5,938,2,0,5,18.1,37.02
2,Cardiology,0,738,10,2,23,25.08,275.98
8,Orthopedics,0,519,9,1,22,17.81,169.67
9,Orthopedics,1,602,0,0,0,19.83,0.0
4,General Medicine,0,486,7,2,29,8.97,73.15
7,General Medicine,0,714,15,2,7,9.0,140.21
6,General Medicine,1,840,13,1,2,13.92,189.12
9,Orthopedics,0,594,11,4,0,22.17,269.52
10,Orthopedics,5,772,5,1,6,15.78,83.58
9,Orthopedics,6,997,7,1,7,22.45,171.33
5,General Medicine,1,978,13,4,28,15.39,230.85
5,General Medicine,2,597,8,1,25,10.48,89.47
4,General Medicine,1,860,14,0,23,9.19,135.05
6,General Medicine,1,695,7,1,24,15.42,115.38
9,Orthopedics,2,952,6,3,28,22.59,160.86
7,General Medicine,6,874,3,1,7,13.04,43.79
10,Orthopedics,6,786,11,3,1,14.85,172.15
1,Cardiology,2,670,1,0,22,21.58,21.8
8,Orthopedics,2,829,8,4,29,19.49,182.96
9,Orthopedics,0,538,7,3,0,21.92,174.69
7,General Medicine,5,953,13,1,27,8.63,119.61
7,General Medicine,6,912,2,1,6,10.24,23.32
8,Orthopedics,0,685,10,1,21,21.37,221.29
9,Orthopedics,5,851,7,3,2,23.33,188.38
8,Orthopedics,2,779,2,0,28,16.95,51.97
10,Orthopedics,3,942,11,2,17,15.6,185.69
8,Orthopedics,6,580,5,4,30,15.77,104.04
3,Cardiology,3,853,1,1,22,16.8,24.93
5,General Medicine,4,700,12,1,26,11.7,147.32
10,Orthopedics,0,754,11,4,25,11.47,147.73
4,General Medicine,6,712,15,4,2,9.37,160.6
8,Orthopedics,0,730,1,1,30,15.18,29.73
4,General Medicine,2,776,1,1,8,11.34,19.81
2,Cardiology,5,538,13,1,2,26.34,346.52
1,Cardiology,0,511,5,0,11,20.41,107.6
3,Cardiology,1,836,12,2,4,13.43,169.3
6,General Medicine,2,940,13,4,25,11.05,164.93
1,Cardiology,4,1006,15,1,15,22.03,346.76
6,General Medicine,6,598,10,2,24,14.37,155.58
9,Orthopedics,0,924,5,4,13,19.47,124.07
9,Orthopedics,4,938,6,1,29,22.11,146.12
6,General Medicine,0,556,4,3,11,13.08,70.58
8,Orthopedics,5,902,0,0,20,14.98,0.0
10,Orthopedics,4,749,8,1,30,16.44,146.09
6,General Medicine,0,825,11,1,20,16.34,187.32
6,General Medicine,4,767,11,0,1,16.41,191.1
5,General Medicine,4,905,9,2,13,8.31,83.74
1,Cardiology,3,846,0,0,23,21.24,0.0
2,Cardiology,2,983,5,0,22,31.02,170.78
1,Cardiology,4,1007,0,0,0,18.51,0.0
5,General Medicine,1,770,5,4,14,11.86,81.55
4,General Medicine,2,723,6,0,14,9.6,65.39
2,Cardiology,0,917,7,3,14,23.79,186.03
1,Cardiology,4,1001,11,4,6,19.39,248.12
4,General Medicine,0,644,4,3,25,12.15,64.79
10,Orthopedics,2,559,1,0,3,15.94,16.07
3,Cardiology,0,994,0,0,3,14.43,0.0
9,Orthopedics,3,646,4,4,10,23.37,124.69
5,General Medicine,6,500,2,0,23,9.25,21.89
1,Cardiology,1,538,6,2,23,19.19,132.65
2,Cardiology,4,772,5,0,30,22.85,127.03
5,General Medicine,6,702,13,3,29,10.78,159.38
4,General Medicine,2,714,4,1,11,13.68,60.24
3,Cardiology,6,669,15,4,5,15.05,248.18
6,General Medicine,1,568,13,4,10,12.76,179.22
1,Cardiology,0,968,11,2,9,24.92,294.7
8,Orthopedics,0,795,13,2,12,19.53,274.5
4,General Medicine,6,816,15,1,16,8.61,129.52
8,Orthopedics,4,868,15,4,26,18.07,296.72
1,Cardiology,4,977,1,1,7,17.3,29.5
10,Orthopedics,1,862,0,0,30,15.41,0.0
1,Cardiology,0,983,15,4,5,14.04,237.87
4,General Medicine,5,1017,7,0,2,9.52,75.83
3,Cardiology,1,515,4,1,24,13.77,62.76
6,General Medicine,1,538,9,4,14,13.56,143.93
4,General Medicine,2,744,11,1,5,11.27,139.65
5,General Medicine,5,503,10,0,22,12.37,127.56
4,General Medicine,2,966,8,0,11,9.62,87.42
8,Orthopedics,2,529,12,3,23,18.84,244.66
8,Orthopedics,2,858,5,1,24,18.52,104.91
10,Orthopedics,1,907,3,1,8,16.72,56.52
10,Orthopedics,6,702,1,0,0,11.64,5.89
7,General Medicine,4,859,9,4,23,12.19,126.13
7,General Medicine,3,863,9,3,9,9.25,87.8
7,General Medicine,0,655,8,1,30,8.98,78.05
6,General Medicine,6,888,13,1,7,16.79,222.85
7,General Medicine,6,641,8,3,12,11.85,108.6
10,Orthopedics,2,603,15,3,10,17.79,283.01
1,Cardiology,5,730,14,1,25,18.07,273.0
9,Orthopedics,3,638,10,0,4,23.46,235.31
7,General Medicine,2,584,9,4,0,11.06,113.36
10,Orthopedics,6,653,13,3,22,17.23,243.3
4,General Medicine,3,596,14,0,5,9.32,125.22
6,General Medicine,4,1004,15,4,8,15.06,249.16
8,Orthopedics,6,676,7,2,1,18.38,138.35
1,Cardiology,6,818,11,3,26,19.02,232.01
1,Cardiology,1,681,1,1,24,21.71,29.11
5,General Medicine,3,594,1,1,12,9.98,18.53
8,Orthopedics,1,539,12,4,10,18.16,236.39
4,General Medicine,4,747,13,2,2,9.05,130.09
5,General Medicine,6,977,12,0,22,12.33,156.85
10,Orthopedics,6,995,15,3,7,17.31,288.26
10,Orthopedics,0,1004,6,3,20,12.18,96.28
7,General Medicine,4,703,11,1,27,10.96,126.71
6,General Medicine,0,557,9,1,7,15.48,148.14
5,General Medicine,5,972,15,2,27,11.18,185.64
7,General Medicine,2,559,3,2,14,5.84,21.86
4,General Medicine,4,504,6,1,29,7.69,54.12
5,General Medicine,2,999,6,4,9,14.29,112.05
3,Cardiology,4,534,8,0,15,12.13,98.81
3,Cardiology,0,942,5,1,6,15.18,80.33
1,Cardiology,4,568,14,0,6,24.52,343.72
4,General Medicine,6,1015,1,0,20,9.36,17.54
3,Cardiology,3,517,14,1,11,15.53,223.06
4,General Medicine,6,864,15,2,21,11.35,185.68
4,General Medicine,5,581,6,2,27,8.36,58.9
2,Cardiology,2,1015,12,0,9,23.74,296.8
7,General Medicine,3,781,11,4,24,8.09,100.61
3,Cardiology,0,726,0,0,1,16.81,0.0
9,Orthopedics,4,904,0,0,7,21.21,0.0
2,Cardiology,4,760,4,3,18,24.27,127.19
10,Orthopedics,5,506,9,2,7,13.89,134.35
10,Orthopedics,3,542,6,3,19,17.75,119.11
8,Orthopedics,5,757,10,0,19,17.27,178.26
1,Cardiology,6,790,5,0,9,20.03,100.88
9,Orthopedics,2,954,8,4,16,21.87,201.53
5,General Medicine,0,992,2,0,22,13.97,42.28
10,Orthopedics,6,783,6,3,22,13.29,96.96
9,Orthopedics,6,517,10,0,30,20.43,211.4
2,Cardiology,5,991,4,2,12,27.52,138.27
2,Cardiology,5,822,9,3,7,25.93,262.71
10,Orthopedics,4,517,12,1,11,13.37,166.11
8,Orthopedics,3,881,11,4,17,18.19,228.83
7,General Medicine,0,491,3,0,13,5.77,20.28
9,Orthopedics,3,579,4,0,6,20.89,89.81
1,Cardiology,0,654,7,4,0,21.3,172.64
2,Cardiology,4,999,5,3,1,23.15,145.0
5,General Medicine,5,858,15,4,0,8.6,136.75
9,Orthopedics,5,796,11,3,25,20.05,242.18
1,Cardiology,6,579,8,1,12,19.81,169.26
10,Orthopedics,3,654,0,0,26,17.25,0.0
8,Orthopedics,0,748,11,2,22,16.22,195.86
3,Cardiology,4,836,7,3,8,15.56,126.28
3,Cardiology,1,746,2,0,22,13.89,38.68
6,General Medicine,1,918,8,1,11,15.88,131.8
10,Orthopedics,6,508,7,2,23,9.25,72.7
1,Cardiology,2,981,4,3,10,21.52,111.44
1,Cardiology,2,975,4,2,29,18.55,100.66
5,General Medicine,0,766,13,3,12,10.31,150.85
8,Orthopedics,5,986,4,3,21,17.12,101.37
5,General Medicine,6,695,0,0,15,13.49,0.0
2,Cardiology,1,539,5,2,0,23.43,129.99
1,Cardiology,1,770,7,3,22,22.72,194.12
5,General Medicine,4,730,5,3,12,13.32,80.02
5,General Medicine,2,898,2,1,19,15.12,36.81
10,Orthopedics,1,724,12,2,19,12.91,175.13
10,Orthopedics,3,990,15,0,5,12.22,195.51
10,Orthopedics,1,501,11,2,28,17.06,202.92
2,Cardiology,1,754,12,3,0,24.65,325.21
8,Orthopedics,4,639,2,2,5,17.72,50.71
6,General Medicine,1,609,11,0,4,11.96,134.62
5,General Medicine,6,639,3,0,9,12.9,34.28
1,Cardiology,5,682,13,3,28,19.28,273.17
4,General Medicine,3,510,9,3,10,15.68,152.43
2,Cardiology,5,730,8,2,15,25.72,226.96
2,Cardiology,4,632,0,0,19,26.12,0.0
10,Orthopedics,1,594,0,0,0,11.38,0.0
2,Cardiology,2,705,3,0,18,26.24,84.34
4,General Medicine,6,803,12,4,14,9.33,122.42
4,General Medicine,1,893,7,0,19,12.3,84.57
5,General Medicine,3,1002,13,3,12,7.98,117.12
4,General Medicine,2,923,5,4,15,10.7,66.94
5,General Medicine,0,853,14,2,3,10.97,159.68
7,General Medicine,1,731,5,2,7,8.29,52.52
6,General Medicine,6,605,5,3,20,16.6,99.7
10,Orthopedics,6,765,6,0,0,13.69,86.12
3,Cardiology,1,810,4,3,3,16.1,80.97
1,Cardiology,4,1010,1,0,28,17.78,27.33
8,Orthopedics,2,572,14,1,27,16.44,241.46
2,Cardiology,5,889,11,1,23,24.63,283.21
8,Orthopedics,0,654,5,2,6,13.85,81.73
9,Orthopedics,2,737,11,4,26,25.26,318.71
6,General Medicine,3,698,0,0,26,19.48,0.0
2,Cardiology,4,822,6,1,15,24.61,157.75
1,Cardiology,1,629,13,3,6,19.83,277.07
2,Cardiology,3,997,7,4,0,24.32,205.28
6,General Medicine,6,693,15,4,24,15.52,261.58
7,General Medicine,5,524,4,3,28,11.05,64.41
9,Orthopedics,6,946,14,1,10,21.85,315.84
2,Cardiology,2,948,11,3,9,26.5,318.73
2,Cardiology,5,843,1,0,28,25.75,29.99
1,Cardiology,0,778,11,2,5,14.2,172.34
10,Orthopedics,2,531,15,2,6,14.19,217.66
7,General Medicine,4,830,3,2,27,11.96,42.53
2,Cardiology,3,994,9,2,27,25.69,262.29
10,Orthopedics,5,960,5,3,14,14.01,90.63
3,Cardiology,5,513,6,1,12,13.26,87.54
1,Cardiology,0,858,9,3,1,19.01,188.52
2,Cardiology,6,898,13,3,27,26.58,373.52
5,General Medicine,0,890,15,4,13,9.91,161.91
9,Orthopedics,2,846,8,4,22,20.31,189.37
3,Cardiology,2,662,14,2,29,16.64,251.55
8,Orthopedics,4,683,12,2,26,15.58,197.47
10,Orthopedics,6,670,9,2,12,16.65,161.45
8,Orthopedics,5,651,8,3,15,15.83,144.49
3,Cardiology,0,946,4,4,14,19.62,104.62
1,Cardiology,6,1012,2,2,23,18.09,60.88
7,General Medicine,5,596,7,2,0,10.05,79.28
1,Cardiology,4,952,11,1,29,18.43,210.48
2,Cardiology,2,590,9,1,7,22.82,218.0
3,Cardiology,1,520,1,0,2,13.36,7.66
5,General Medicine,4,943,1,1,16,9.72,14.09
5,General Medicine,1,531,3,2,26,11.93,54.39
4,General Medicine,0,509,8,0,6,12.14,99.04
1,Cardiology,4,981,6,1,6,19.01,130.57
1,Cardiology,6,570,2,0,9,21.69,43.78
6,General Medicine,6,750,4,4,3,12.65,67.49
9,Orthopedics,5,719,5,0,11,23.87,122.22
7,General Medicine,2,576,6,0,1,9.41,55.3
3,Cardiology,4,937,13,3,25,11.61,167.51
6,General Medicine,2,956,8,1,22,16.29,146.05
3,Cardiology,5,937,3,0,16,13.84,43.05
1,Cardiology,1,533,0,0,11,23.58,0.0
2,Cardiology,3,657,10,4,20,24.1,278.63
2,Cardiology,4,1004,8,4,6,25.17,240.48
1,Cardiology,1,665,8,0,9,16.69,135.17
10,Orthopedics,6,780,4,4,17,12.72,73.51
7,General Medicine,0,642,4,2,13,6.98,36.33
6,General Medicine,3,936,10,0,28,15.19,155.05
6,General Medicine,5,995,1,0,13,16.21,26.53
4,General Medicine,4,965,10,0,3,13.43,140.57
9,Orthopedics,6,659,9,3,6,19.73,199.44
4,General Medicine,6,708,4,4,10,9.4,51.45
8,Orthopedics,2,548,11,3,13,17.58,214.26
5,General Medicine,6,956,5,0,26,13.01,69.59
3,Cardiology,5,610,7,1,8,11.58,82.72
5,General Medicine,0,1017,3,3,11,8.22,43.13
5,General Medicine,4,607,11,4,17,10.02,127.1
7,General Medicine,6,982,11,2,15,9.97,128.39
3,Cardiology,6,834,14,0,27,16.75,241.39
3,Cardiology,1,812,14,3,16,18.06,269.82
1,Cardiology,2,750,3,2,20,17.5,68.64
10,Orthopedics,1,859,3,0,19,17.92,59.89
4,General Medicine,5,495,10,4,15,10.23,118.27
4,General Medicine,2,751,6,1,25,11.91,85.98
6,General Medicine,2,651,10,2,3,17.06,179.67
10,Orthopedics,6,735,12,2,17,20.29,257.18
9,Orthopedics,1,647,6,2,19,21.69,151.49
6,General Medicine,3,846,7,0,24,13.11,98.11
8,Orthopedics,4,532,4,1,26,17.18,82.05
8,Orthopedics,0,687,12,1,26,21.06,257.75
10,Orthopedics,0,792,13,2,28,13.46,186.91
10,Orthopedics,6,699,7,0,5,17.8,122.53
8,Orthopedics,3,977,13,0,3,14.82,202.83
6,General Medicine,0,883,0,0,29,12.59,0.0
5,General Medicine,4,852,9,1,4,11.59,106.89
1,Cardiology,6,486,13,4,25,20.88,301.96
9,Orthopedics,2,862,9,3,3,23.27,225.4
9,Orthopedics,5,800,0,0,10,21.88,0.0
1,Cardiology,3,830,2,1,17,20.48,49.81
5,General Medicine,5,839,5,2,27,11.89,71.3
8,Orthopedics,3,977,3,1,28,18.36,70.18
9,Orthopedics,4,922,7,1,2,23.81,176.83
10,Orthopedics,6,942,5,3,28,14.13,87.33
2,Cardiology,4,946,4,3,10,25.79,127.92
3,Cardiology,4,918,12,3,6,12.91,161.48
1,Cardiology,6,820,11,0,22,22.74,255.0
4,General Medicine,2,931,2,0,11,8.85,18.58
7,General Medicine,5,627,12,2,24,7.64,102.89
1,Cardiology,6,686,13,4,4,23.11,330.21
9,Orthopedics,1,763,1,0,16,18.06,25.16
4,General Medicine,6,485,11,4,6,9.25,122.18
10,Orthopedics,3,686,12,2,7,17.77,226.2
7,General Medicine,4,594,8,0,18,7.68,65.8
7,General Medicine,5,845,5,2,29,7.91,46.48
6,General Medicine,4,710,2,1,16,12.82,29.92
10,Orthopedics,2,927,14,2,24,16.88,248.82
4,General Medicine,1,875,9,4,5,12.91,132.91
10,Orthopedics,1,988,11,3,25,11.78,155.65
3,Cardiology,3,974,9,2,0,11.13,111.71
6,General Medicine,1,513,2,1,14,11.88,31.34
10,Orthopedics,2,1003,7,1,16,17.01,138.79
9,Orthopedics,6,717,7,0,2,24.7,175.54
8,Orthopedics,2,910,6,2,28,14.99,103.01
3,Cardiology,2,1004,13,4,11,14.79,226.96
8,Orthopedics,1,519,6,3,26,17.12,120.14
7,General Medicine,1,739,3,3,5,11.01,50.54
5,General Medicine,5,903,3,2,6,13.72,53.11
1,Cardiology,2,577,12,4,11,22.42,294.47
4,General Medicine,5,895,8,1,21,9.9,88.72
9,Orthopedics,6,787,12,0,26,23.76,285.88
1,Cardiology,0,692,6,2,14,18.98,126.86
7,General Medicine,4,909,3,0,13,7.99,27.22
2,Cardiology,0,787,9,0,13,25.87,236.22
9,Orthopedics,3,516,3,0,17,20.12,64.92
7,General Medicine,5,699,11,0,9,5.47,58.48
3,Cardiology,4,748,12,4,22,13.06,179.73
9,Orthopedics,4,637,9,3,24,20.56,207.48
5,General Medicine,5,1015,11,0,9,11.15,134.48
5,General Medicine,0,692,13,2,29,11.71,165.4
7,General Medicine,3,539,2,1,2,6.84,21.3
8,Orthopedics,3,983,6,1,23,18.6,134.68
8,Orthopedics,4,639,5,0,15,18.04,91.49
10,Orthopedics,3,972,10,0,25,11.14,122.47
3,Cardiology,4,879,2,0,27,14.33,36.37
2,Cardiology,2,889,5,2,22,23.26,139.39
1,Cardiology,6,657,14,2,16,18.99,282.43
3,Cardiology,2,829,1,0,18,19.26,23.72
10,Orthopedics,6,838,14,3,12,16.68,243.62
4,General Medicine,1,866,6,3,22,10.88,81.44
5,General Medicine,6,650,5,4,7,9.19,50.69
8,Orthopedics,2,501,13,4,7,17.25,248.56
3,Cardiology,6,500,10,0,12,13.36,137.93
8,Orthopedics,2,692,1,0,26,18.42,24.09
7,General Medicine,5,958,10,3,22,5.0,62.4
6,General Medicine,4,593,3,3,20,13.03,54.74
4,General Medicine,0,885,14,3,7,10.18,149.37
10,Orthopedics,1,829,11,3,19,13.02,157.7
7,General Medicine,6,897,15,3,17,8.26,133.5
5,General Medicine,0,849,0,0,18,9.82,0.0
6,General Medicine,5,817,13,0,13,10.32,138.25
2,Cardiology,5,885,4,3,22,22.14,112.78
6,General Medicine,1,743,11,0,8,11.91,134.34
4,General Medicine,0,915,14,3,3,10.15,150.69
4,General Medicine,1,567,15,2,9,10.45,164.97
1,Cardiology,4,805,5,0,26,22.19,121.14
4,General Medicine,2,728,5,0,2,10.78,64.71
3,Cardiology,6,489,9,1,18,13.15,125.93
2,Cardiology,3,575,0,0,8,27.27,0.0
2,Cardiology,5,989,3,2,28,23.34,97.17
10,Orthopedics,2,1011,10,0,20,15.28,161.65
2,Cardiology,0,868,10,2,8,27.95,303.5
10,Orthopedics,1,1010,15,4,23,12.66,213.53
7,General Medicine,3,501,14,3,6,5.98,95.63
8,Orthopedics,1,660,1,1,27,22.49,33.19
2,Cardiology,5,514,3,1,29,23.56,88.17
5,General Medicine,6,586,6,2,8,14.22,95.31
3,Cardiology,2,707,0,0,21,11.95,0.0
8,Orthopedics,6,887,4,1,21,16.35,74.26
4,General Medicine,3,573,14,4,27,8.42,133.76
9,Orthopedics,1,517,10,0,4,24.15,243.29
6,General Medicine,3,631,15,4,9,14.66,232.65
2,Cardiology,0,486,7,4,14,24.57,205.78
10,Orthopedics,3,551,5,0,13,14.52,86.64
6,General Medicine,3,563,9,1,7,16.48,153.14
1,Cardiology,1,798,1,0,12,17.15,19.17
3,Cardiology,2,842,7,3,21,16.43,132.91
5,General Medicine,6,775,6,3,0,15.2,108.55
4,General Medicine,1,784,8,3,1,7.75,73.95
2,Cardiology,5,578,14,4,9,25.09,382.83
10,Orthopedics,2,876,3,2,25,12.52,54.14
4,General Medicine,5,1014,9,3,16,8.6,89.41
4,General Medicine,6,566,0,0,24,8.28,0.0
2,Cardiology,6,661,5,1,11,25.06,136.1
9,Orthopedics,6,993,1,0,25,20.32,29.99
3,Cardiology,6,642,3,2,14,12.68,50.94
7,General Medicine,6,893,9,1,10,11.17,111.34
3,Cardiology,0,636,9,3,16,13.18,136.01
8,Orthopedics,5,721,15,4,16,21.14,351.96
10,Orthopedics,6,738,13,1,26,17.44,247.47
9,Orthopedics,0,784,9,4,16,20.98,215.58
8,Orthopedics,6,577,1,1,3,17.46,24.5
8,Orthopedics,2,991,4,3,24,19.99,105.96
9,Orthopedics,6,693,4,3,22,26.28,136.07
7,General Medicine,0,770,7,4,22,5.0,50.31
3,Cardiology,4,666,12,0,2,17.52,212.48
2,Cardiology,2,819,15,4,11,29.9,485.49
10,Orthopedics,0,774,3,3,7,13.13,63.6
9,Orthopedics,5,481,4,1,23,23.66,108.12
6,General Medicine,1,537,11,2,9,15.91,187.58
5,General Medicine,5,868,5,1,10,12.09,67.85
5,General Medicine,2,980,11,3,27,10.82,140.35
3,Cardiology,3,526,9,0,6,15.46,142.88
3,Cardiology,4,725,7,3,17,15.05,131.86
1,Cardiology,2,773,8,2,28,17.28,158.46
7,General Medicine,1,633,13,3,30,6.59,96.31
6,General Medicine,4,996,8,2,15,19.07,170.63
10,Orthopedics,5,682,4,0,4,16.03,65.37
8,Orthopedics,1,889,6,4,12,16.5,119.29
1,Cardiology,1,901,13,4,13,20.89,303.03
7,General Medicine,6,764,8,4,3,10.89,102.23
4,General Medicine,5,561,3,2,6,11.49,45.19
6,General Medicine,1,573,10,0,22,14.84,149.18
1,Cardiology,2,547,11,1,0,18.67,214.62
4,General Medicine,3,498,11,2,18,14.28,172.21
7,General Medicine,4,850,8,4,25,7.86,75.29
9,Orthopedics,5,964,5,1,23,24.17,142.99
5,General Medicine,0,714,10,0,6,12.86,132.55
2,Cardiology,2,891,2,0,24,22.94,53.79
8,Orthopedics,3,544,3,2,24,19.8,74.55
4,General Medicine,3,679,10,1,6,8.63,93.34
8,Orthopedics,6,816,8,1,10,19.38,158.61
4,General Medicine,6,589,8,1,19,10.61,87.15
9,Orthopedics,0,579,9,1,19,21.44,201.5
4,General Medicine,1,771,4,2,29,7.73,43.82
9,Orthopedics,5,822,13,2,23,23.42,322.85
8,Orthopedics,1,953,8,1,12,17.91,150.39
6,General Medicine,3,887,9,2,10,15.14,148.61
8,Orthopedics,2,692,13,2,20,19.33,265.78
10,Orthopedics,6,727,15,4,18,16.15,264.35
3,Cardiology,0,738,6,1,23,15.92,111.88
8,Orthopedics,4,987,8,1,29,20.64,187.2
9,Orthopedics,5,500,14,2,23,22.31,335.18
7,General Medicine,0,615,8,1,25,5.92,56.02
8,Orthopedics,6,644,7,3,3,20.11,156.85
7,General Medicine,4,571,6,0,0,5.33,28.75
1,Cardiology,0,831,13,2,4,15.24,207.45
2,Cardiology,1,489,5,2,30,29.84,179.35
3,Cardiology,4,625,10,2,27,14.78,168.17
8,Orthopedics,2,563,2,1,27,15.41,38.77
5,General Medicine,6,932,5,0,21,12.02,67.23
7,General Medicine,5,716,10,2,5,9.76,98.85
7,General Medicine,0,988,1,0,24,6.91,20.86
2,Cardiology,1,905,7,4,7,24.46,205.72
3,Cardiology,2,745,7,2,0,16.47,131.69
6,General Medicine,5,968,5,2,0,15.4,97.68
10,Orthopedics,5,901,11,2,10,13.56,161.27
8,Orthopedics,4,544,5,0,24,18.31,95.54
6,General Medicine,0,900,8,4,13,14.16,135.67
1,Cardiology,1,799,2,0,28,15.83,34.91
4,General Medicine,5,627,7,3,16,10.04,82.95
1,Cardiology,0,762,10,4,25,19.61,228.01
5,General Medicine,3,952,2,1,10,12.69,33.14
5,General Medicine,3,863,5,3,5,13.95,85.71
1,Cardiology,4,847,14,3,0,22.24,331.28
1,Cardiology,5,655,14,4,16,19.64,299.67
3,Cardiology,0,805,12,1,5,17.18,213.33
3,Cardiology,6,917,5,2,29,15.39,91.44
8,Orthopedics,4,950,9,1,22,15.89,151.31
5,General Medicine,3,680,12,0,25,12.0,150.41
6,General Medicine,4,844,7,2,28,13.87,111.88
4,General Medicine,1,540,9,3,17,9.98,104.83
2,Cardiology,3,915,6,0,28,26.46,163.12
2,Cardiology,2,895,3,1,22,24.88,86.08
8,Orthopedics,4,921,7,3,29,19.24,157.94
7,General Medicine,2,821,5,2,24,7.69,54.25
1,Cardiology,1,675,12,4,10,19.81,265.34
10,Orthopedics,6,534,5,2,13,10.32,61.4
9,Orthopedics,6,494,2,1,15,20.97,55.37
7,General Medicine,1,624,12,1,26,8.93,120.6
3,Cardiology,1,621,10,0,15,10.11,102.54
9,Orthopedics,0,859,11,0,15,24.71,273.76
7,General Medicine,2,651,3,3,22,5.0,17.99
2,Cardiology,5,952,6,3,30,24.2,176.88
2,Cardiology,3,493,4,1,16,27.44,121.89
2,Cardiology,3,545,3,2,26,26.2,98.54
4,General Medicine,1,706,3,3,20,11.57,47.97
5,General Medicine,4,749,14,3,15,12.71,198.73
9,Orthopedics,6,621,5,0,19,20.6,109.25
5,General Medicine,2,928,9,2,14,11.95,114.65
8,Orthopedics,6,1000,1,1,19,16.27,34.47
5,General Medicine,0,655,5,0,24,10.65,59.06
7,General Medicine,2,589,7,0,30,9.97,76.4
6,General Medicine,0,516,4,1,21,18.51,86.25
7,General Medicine,6,728,0,0,2,9.56,0.0
10,Orthopedics,6,925,4,0,23,15.24,65.35
5,General Medicine,6,705,0,0,19,14.07,0.0
1,Cardiology,2,611,12,0,21,19.62,243.86
5,General Medicine,3,508,3,0,24,14.35,48.95
6,General Medicine,5,498,11,0,12,16.82,190.66
8,Orthopedics,3,855,10,1,12,17.22,181.28
3,Cardiology,0,627,2,0,14,19.78,43.44
5,General Medicine,4,585,6,0,7,11.8,71.44
10,Orthopedics,5,604,12,3,2,11.09,146.35
4,General Medicine,0,874,4,1,24,7.34,36.78
9,Orthopedics,1,553,3,0,23,21.65,64.97
7,General Medicine,1,532,8,4,7,11.39,110.8
4,General Medicine,0,808,1,0,21,11.85,20.44
10,Orthopedics,1,812,14,2,16,14.84,220.79
5,General Medicine,3,687,14,0,6,10.46,142.1
8,Orthopedics,4,626,12,2,13,18.48,233.43
6,General Medicine,4,1010,0,0,23,14.74,0.0
7,General Medicine,4,955,9,4,21,6.44,67.24
4,General Medicine,0,566,5,3,15,10.42,57.08
9,Orthopedics,5,880,0,0,15,26.31,0.0
8,Orthopedics,6,538,12,0,0,15.68,189.71
2,Cardiology,2,532,15,0,22,24.4,369.68
8,Orthopedics,0,639,7,4,17,18.63,145.08
7,General Medicine,4,765,4,0,27,10.24,53.9
3,Cardiology,5,508,12,1,28,14.38,180.87
7,General Medicine,2,850,4,1,27,9.19,39.64
6,General Medicine,0,797,0,0,0,16.56,0.0
9,Orthopedics,5,519,8,1,5,22.41,192.25
2,Cardiology,5,688,6,3,14,23.64,161.31
10,Orthopedics,4,500,11,0,21,18.68,208.27
1,Cardiology,0,664,2,0,23,18.79,43.9
10,Orthopedics,0,635,12,3,10,16.99,225.49
2,Cardiology,3,971,8,0,5,20.36,175.6
4,General Medicine,0,734,2,1,11,7.22,22.36
8,Orthopedics,2,786,2,0,25,21.67,49.83
2,Cardiology,3,911,11,2,20,24.66,293.68
5,General Medicine,4,1003,10,0,19,10.99,118.34
2,Cardiology,6,952,15,0,27,26.12,392.02
5,General Medicine,0,503,12,3,11,10.21,134.11
8,Orthopedics,3,490,1,1,27,18.25,28.94
7,General Medicine,2,811,1,1,6,6.81,8.51
4,General Medicine,4,772,0,0,18,8.91,0.0
1,Cardiology,3,828,8,2,26,19.72,180.1
3,Cardiology,1,793,6,3,16,13.99,94.79
10,Orthopedics,3,658,2,2,20,16.27,44.88
9,Orthopedics,0,634,10,1,7,22.3,233.81
10,Orthopedics,6,972,10,1,7,17.68,187.48
9,Orthopedics,2,856,6,1,20,25.04,160.25
4,General Medicine,3,976,9,1,26,9.77,101.51
7,General Medicine,6,800,13,0,25,10.05,136.96
2,Cardiology,1,844,1,0,28,22.6,24.1
3,Cardiology,6,702,9,0,17,14.87,139.88
6,General Medicine,3,882,7,4,26,15.99,143.22
2,Cardiology,5,537,0,0,14,26.08,0.0
7,General Medicine,1,506,2,2,2,5.0,15.02
2,Cardiology,5,569,2,0,9,22.63,50.65
6,General Medicine,5,537,8,1,9,15.29,131.33
3,Cardiology,2,985,14,1,12,13.44,206.51
