Room_ID,Hospital_ID,Room_Number,Room_Type,Status,Capacity
RM002969,HOSP000149,409,Operation Theater,Occupied,1
RM002970,HOSP000149,410,General Ward,Occupied,6
RM002971,HOSP000149,511,General Ward,Occupied,6
RM002972,HOSP000149,412,Emergency Room,Occupied,2
RM002973,HOSP000149,213,Consultation Room,Maintenance,1
RM002974,HOSP000149,314,Consultation Room,Maintenance,1
RM002975,HOSP000149,115,Emergency Room,Occupied,6
RM002976,HOSP000149,216,Emergency Room,Available,6
RM002977,HOSP000149,217,Consultation Room,Occupied,1
RM002978,HOSP000149,418,Emergency Room,Available,2
RM002979,HOSP000149,119,Consultation Room,Maintenance,1
RM002980,HOSP000149,420,Operation Theater,Maintenance,1
RM002981,HOSP000150,401,General Ward,Occupied,4
RM002982,HOSP000150,302,Consultation Room,Maintenance,1
RM002983,HOSP000150,203,Operation Theater,Available,1
RM002984,HOSP000150,104,General Ward,Maintenance,4
RM002985,HOSP000150,505,ICU,Available,1
RM002986,HOSP000150,406,Emergency Room,Maintenance,2
RM002987,HOSP000150,107,ICU,Maintenance,1
RM002988,HOSP000150,308,General Ward,Occupied,4
RM002989,HOSP000150,209,Emergency Room,Maintenance,6
RM002990,HOSP000150,510,Emergency Room,Occupied,2
RM002991,HOSP000150,111,General Ward,Maintenance,6
RM002992,HOSP000150,512,Consultation Room,Maintenance,1
RM002993,HOSP000150,113,General Ward,Maintenance,2
RM002994,HOSP000150,414,ICU,Occupied,1
RM002995,HOSP000150,115,ICU,Maintenance,1
RM002996,HOSP000150,416,Operation Theater,Available,1
RM002997,HOSP000150,517,Emergency Room,Available,6
RM002998,HOSP000150,318,Emergency Room,Available,6
RM002999,HOSP000150,219,ICU,Occupied,1
RM003000,HOSP000150,220,Operation Theater,Available,1
RM003001,HOSP000151,401,Emergency Room,Occupied,6
RM003002,HOSP000151,102,Emergency Room,Available,4
RM003003,HOSP000151,503,General Ward,Occupied,4
RM003004,HOSP000151,404,Operation Theater,Available,1
RM003005,HOSP000151,505,ICU,Maintenance,1
RM003006,HOSP000151,306,ICU,Occupied,1
RM003007,HOSP000151,407,ICU,Occupied,1
RM003008,HOSP000151,208,Operation Theater,Occupied,1
RM003009,HOSP000151,109,Consultation Room,Available,1
RM003010,HOSP000151,210,General Ward,Occupied,4
RM003011,HOSP000151,211,ICU,Maintenance,1
RM003012,HOSP000151,212,Consultation Room,Available,1
RM003013,HOSP000151,213,General Ward,Available,4
RM003014,HOSP000151,114,Emergency Room,Available,2
RM003015,HOSP000151,515,Operation Theater,Maintenance,1
RM003016,HOSP000151,416,Operation Theater,Occupied,1
RM003017,HOSP000151,117,ICU,Available,1
RM003018,HOSP000151,218,Operation Theater,Occupied,1
RM003019,HOSP000151,219,Emergency Room,Available,2
RM003020,HOSP000151,520,Operation Theater,Maintenance,1
RM003021,HOSP000152,201,General Ward,Available,2
RM003022,HOSP000152,402,ICU,Available,1
RM003023,HOSP000152,203,General Ward,Occupied,4
RM003024,HOSP000152,504,Emergency Room,Maintenance,2
RM003025,HOSP000152,405,ICU,Occupied,1
RM003026,HOSP000152,206,General Ward,Occupied,4
RM003027,HOSP000152,207,Operation Theater,Maintenance,1
RM003028,HOSP000152,508,General Ward,Occupied,4
RM003029,HOSP000152,409,Emergency Room,Available,2
RM003030,HOSP000152,110,General Ward,Occupied,6
RM003031,HOSP000152,411,Emergency Room,Available,2
RM003032,HOSP000152,512,ICU,Maintenance,1
RM003033,HOSP000152,113,Consultation Room,Occupied,1
RM003034,HOSP000152,114,Operation Theater,Occupied,1
RM003035,HOSP000152,215,ICU,Maintenance,1
RM003036,HOSP000152,316,Operation Theater,Occupied,1
RM003037,HOSP000152,117,Emergency Room,Available,4
RM003038,HOSP000152,418,Emergency Room,Available,4
RM003039,HOSP000152,319,Operation Theater,Available,1
RM003040,HOSP000152,420,Consultation Room,Maintenance,1
RM003041,HOSP000153,501,Emergency Room,Occupied,4
RM003042,HOSP000153,102,ICU,Occupied,1
RM003043,HOSP000153,403,General Ward,Maintenance,6
RM003044,HOSP000153,504,Consultation Room,Occupied,1
RM003045,HOSP000153,305,Operation Theater,Occupied,1
RM003046,HOSP000153,206,ICU,Maintenance,1
RM003047,HOSP000153,107,ICU,Occupied,1
RM003048,HOSP000153,108,Consultation Room,Maintenance,1
RM003049,HOSP000153,409,General Ward,Maintenance,2
RM003050,HOSP000153,310,General Ward,Available,6
RM003051,HOSP000153,211,General Ward,Maintenance,4
RM003052,HOSP000153,412,ICU,Available,1
RM003053,HOSP000153,313,Emergency Room,Available,4
RM003054,HOSP000153,514,General Ward,Occupied,2
RM003055,HOSP000153,215,Emergency Room,Available,4
RM003056,HOSP000153,516,General Ward,Occupied,6
RM003057,HOSP000153,317,General Ward,Available,2
RM003058,HOSP000153,218,Consultation Room,Available,1
RM003059,HOSP000153,319,Emergency Room,Available,6
RM003060,HOSP000153,420,General Ward,Occupied,4
RM003061,HOSP000154,401,Emergency Room,Available,2
RM003062,HOSP000154,302,Consultation Room,Available,1
RM003063,HOSP000154,203,Emergency Room,Maintenance,6
RM003064,HOSP000154,504,General Ward,Available,2
RM003065,HOSP000154,205,Consultation Room,Maintenance,1
RM003066,HOSP000154,506,General Ward,Available,6
RM003067,HOSP000154,307,Operation Theater,Available,1
RM003068,HOSP000154,408,Operation Theater,Occupied,1
RM003069,HOSP000154,309,ICU,Available,1
RM003070,HOSP000154,410,General Ward,Available,6
RM003071,HOSP000154,211,Operation Theater,Available,1
RM003072,HOSP000154,212,Operation Theater,Available,1
RM003073,HOSP000154,413,Consultation Room,Occupied,1
RM003074,HOSP000154,414,General Ward,Occupied,4
RM003075,HOSP000154,115,Consultation Room,Occupied,1
RM003076,HOSP000154,516,Emergency Room,Maintenance,4
RM003077,HOSP000154,117,Consultation Room,Maintenance,1
RM003078,HOSP000154,218,Operation Theater,Maintenance,1
RM003079,HOSP000154,119,ICU,Maintenance,1
RM003080,HOSP000154,220,ICU,Maintenance,1
RM003081,HOSP000155,501,Operation Theater,Occupied,1
RM003082,HOSP000155,402,Operation Theater,Available,1
RM003083,HOSP000155,303,Operation Theater,Available,1
RM003084,HOSP000155,304,ICU,Maintenance,1
RM003085,HOSP000155,205,Emergency Room,Occupied,2
RM003086,HOSP000155,106,ICU,Occupied,1
RM003087,HOSP000155,307,General Ward,Available,2
RM003088,HOSP000155,208,Consultation Room,Occupied,1
RM003089,HOSP000155,209,Emergency Room,Available,6
RM003090,HOSP000155,510,Emergency Room,Available,2
RM003091,HOSP000155,511,General Ward,Maintenance,6
RM003092,HOSP000155,412,General Ward,Available,6
RM003093,HOSP000155,113,ICU,Available,1
RM003094,HOSP000155,514,Consultation Room,Available,1
RM003095,HOSP000155,115,Consultation Room,Available,1
RM003096,HOSP000155,116,Emergency Room,Occupied,2
RM003097,HOSP000155,217,General Ward,Maintenance,6
RM003098,HOSP000155,318,Emergency Room,Available,4
RM003099,HOSP000155,119,Operation Theater,Maintenance,1
RM003100,HOSP000155,520,ICU,Occupied,1
RM003101,HOSP000156,501,General Ward,Maintenance,4
RM003102,HOSP000156,102,ICU,Available,1
RM003103,HOSP000156,303,General Ward,Occupied,6
RM003104,HOSP000156,104,ICU,Occupied,1
RM003105,HOSP000156,405,Operation Theater,Maintenance,1
RM003106,HOSP000156,506,Operation Theater,Occupied,1
RM003107,HOSP000156,407,Consultation Room,Available,1
RM003108,HOSP000156,208,ICU,Available,1
RM003109,HOSP000156,409,ICU,Occupied,1
RM003110,HOSP000156,210,General Ward,Maintenance,4
RM003111,HOSP000156,211,ICU,Available,1
RM003112,HOSP000156,212,ICU,Available,1
RM003113,HOSP000156,413,Emergency Room,Maintenance,4
RM003114,HOSP000156,414,ICU,Available,1
RM003115,HOSP000156,315,Consultation Room,Available,1
RM003116,HOSP000156,516,Emergency Room,Maintenance,6
RM003117,HOSP000156,217,Operation Theater,Occupied,1
RM003118,HOSP000156,218,General Ward,Maintenance,4
RM003119,HOSP000156,419,Operation Theater,Available,1
RM003120,HOSP000156,220,Consultation Room,Available,1
RM003121,HOSP000157,501,Consultation Room,Maintenance,1
RM003122,HOSP000157,102,Consultation Room,Occupied,1
RM003123,HOSP000157,503,Consultation Room,Occupied,1
RM003124,HOSP000157,504,Operation Theater,Available,1
RM003125,HOSP000157,205,Emergency Room,Occupied,4
RM003126,HOSP000157,306,General Ward,Available,6
RM003127,HOSP000157,207,General Ward,Available,6
RM003128,HOSP000157,108,Operation Theater,Maintenance,1
RM003129,HOSP000157,409,General Ward,Occupied,6
RM003130,HOSP000157,510,Operation Theater,Available,1
RM003131,HOSP000157,111,ICU,Maintenance,1
RM003132,HOSP000157,112,Consultation Room,Available,1
RM003133,HOSP000157,413,Operation Theater,Maintenance,1
RM003134,HOSP000157,314,ICU,Available,1
RM003135,HOSP000157,315,Consultation Room,Occupied,1
RM003136,HOSP000157,216,Operation Theater,Maintenance,1
RM003137,HOSP000157,317,ICU,Available,1
RM003138,HOSP000157,518,Operation Theater,Available,1
RM003139,HOSP000157,219,General Ward,Available,2
RM003140,HOSP000157,120,Consultation Room,Occupied,1
RM003141,HOSP000158,101,Operation Theater,Occupied,1
RM003142,HOSP000158,202,Operation Theater,Maintenance,1
RM003143,HOSP000158,203,Operation Theater,Available,1
RM003144,HOSP000158,504,Operation Theater,Available,1
RM003145,HOSP000158,105,General Ward,Maintenance,6
RM003146,HOSP000158,306,ICU,Maintenance,1
RM003147,HOSP000158,207,Emergency Room,Occupied,6
RM003148,HOSP000158,508,Operation Theater,Available,1
RM003149,HOSP000158,209,General Ward,Maintenance,4
RM003150,HOSP000158,510,Operation Theater,Occupied,1
RM003151,HOSP000158,111,General Ward,Available,6
RM003152,HOSP000158,412,General Ward,Available,2
RM003153,HOSP000158,313,ICU,Maintenance,1
RM003154,HOSP000158,214,Emergency Room,Maintenance,4
RM003155,HOSP000158,415,Operation Theater,Occupied,1
RM003156,HOSP000158,416,Consultation Room,Maintenance,1
RM003157,HOSP000158,517,General Ward,Available,6
RM003158,HOSP000158,218,General Ward,Occupied,4
RM003159,HOSP000158,219,ICU,Occupied,1
RM003160,HOSP000158,220,Operation Theater,Available,1
RM003161,HOSP000159,501,Consultation Room,Occupied,1
RM003162,HOSP000159,202,Consultation Room,Occupied,1
RM003163,HOSP000159,303,Emergency Room,Available,6
RM003164,HOSP000159,304,General Ward,Available,4
RM003165,HOSP000159,305,General Ward,Maintenance,4
RM003166,HOSP000159,206,ICU,Maintenance,1
RM003167,HOSP000159,307,Emergency Room,Maintenance,2
RM003168,HOSP000159,308,ICU,Occupied,1
RM003169,HOSP000159,309,Operation Theater,Occupied,1
RM003170,HOSP000159,210,Operation Theater,Maintenance,1
RM003171,HOSP000159,411,Emergency Room,Maintenance,6
RM003172,HOSP000159,512,General Ward,Maintenance,2
RM003173,HOSP000159,413,Operation Theater,Maintenance,1
RM003174,HOSP000159,414,Operation Theater,Maintenance,1
RM003175,HOSP000159,515,General Ward,Available,6
RM003176,HOSP000159,216,General Ward,Maintenance,2
RM003177,HOSP000159,517,Operation Theater,Maintenance,1
RM003178,HOSP000159,518,Consultation Room,Maintenance,1
RM003179,HOSP000159,219,Consultation Room,Occupied,1
RM003180,HOSP000159,420,General Ward,Available,2
RM003181,HOSP000160,401,ICU,Maintenance,1
RM003182,HOSP000160,402,Emergency Room,Occupied,2
RM003183,HOSP000160,203,Emergency Room,Maintenance,6
RM003184,HOSP000160,504,Operation Theater,Available,1
RM003185,HOSP000160,305,Emergency Room,Maintenance,2
RM003186,HOSP000160,206,Emergency Room,Available,4
RM003187,HOSP000160,407,ICU,Maintenance,1
RM003188,HOSP000160,308,Consultation Room,Maintenance,1
RM003189,HOSP000160,209,Consultation Room,Maintenance,1
RM003190,HOSP000160,110,Operation Theater,Available,1
RM003191,HOSP000160,411,ICU,Maintenance,1
RM003192,HOSP000160,512,Operation Theater,Available,1
RM003193,HOSP000160,513,Emergency Room,Maintenance,6
RM003194,HOSP000160,214,Emergency Room,Maintenance,2
RM003195,HOSP000160,515,Operation Theater,Occupied,1
RM003196,HOSP000160,116,Operation Theater,Occupied,1
RM003197,HOSP000160,317,General Ward,Occupied,2
RM003198,HOSP000160,418,Consultation Room,Occupied,1
RM003199,HOSP000160,519,ICU,Available,1
RM003200,HOSP000160,120,ICU,Occupied,1
RM003201,HOSP000161,101,General Ward,Available,2
RM003202,HOSP000161,402,Emergency Room,Available,4
RM003203,HOSP000161,103,ICU,Occupied,1
RM003204,HOSP000161,204,Emergency Room,Occupied,4
RM003205,HOSP000161,305,ICU,Maintenance,1
RM003206,HOSP000161,506,Consultation Room,Available,1
RM003207,HOSP000161,207,Emergency Room,Occupied,4
RM003208,HOSP000161,108,General Ward,Available,4
RM003209,HOSP000161,509,ICU,Available,1
RM003210,HOSP000161,110,Operation Theater,Maintenance,1
RM003211,HOSP000161,311,Emergency Room,Available,6
RM003212,HOSP000161,412,General Ward,Maintenance,6
RM003213,HOSP000161,113,Emergency Room,Occupied,2
RM003214,HOSP000161,114,ICU,Maintenance,1
RM003215,HOSP000161,315,Emergency Room,Occupied,4
RM003216,HOSP000161,516,General Ward,Maintenance,2
RM003217,HOSP000161,317,General Ward,Available,2
RM003218,HOSP000161,118,Consultation Room,Maintenance,1
RM003219,HOSP000161,119,Emergency Room,Maintenance,4
RM003220,HOSP000161,520,ICU,Maintenance,1
RM003221,HOSP000162,301,Consultation Room,Occupied,1
RM003222,HOSP000162,102,General Ward,Occupied,2
RM003223,HOSP000162,403,Operation Theater,Available,1
RM003224,HOSP000162,304,Consultation Room,Available,1
RM003225,HOSP000162,505,ICU,Occupied,1
RM003226,HOSP000162,106,General Ward,Occupied,4
RM003227,HOSP000162,307,General Ward,Available,4
RM003228,HOSP000162,108,Emergency Room,Occupied,2
RM003229,HOSP000162,409,Emergency Room,Occupied,4
RM003230,HOSP000162,310,Operation Theater,Maintenance,1
RM003231,HOSP000162,111,Operation Theater,Occupied,1
RM003232,HOSP000162,112,ICU,Maintenance,1
RM003233,HOSP000162,313,Operation Theater,Maintenance,1
RM003234,HOSP000162,514,Consultation Room,Occupied,1
RM003235,HOSP000162,115,Emergency Room,Occupied,4
RM003236,HOSP000162,316,Consultation Room,Occupied,1
RM003237,HOSP000162,117,Emergency Room,Occupied,2
RM003238,HOSP000162,318,Operation Theater,Occupied,1
RM003239,HOSP000162,519,Consultation Room,Maintenance,1
RM003240,HOSP000162,320,Consultation Room,Occupied,1
RM003241,HOSP000163,201,ICU,Maintenance,1
RM003242,HOSP000163,502,ICU,Maintenance,1
RM003243,HOSP000163,103,Operation Theater,Occupied,1
RM003244,HOSP000163,304,ICU,Occupied,1
RM003245,HOSP000163,205,Operation Theater,Occupied,1
RM003246,HOSP000163,306,Consultation Room,Available,1
RM003247,HOSP000163,207,Emergency Room,Maintenance,2
RM003248,HOSP000163,208,Consultation Room,Occupied,1
RM003249,HOSP000163,509,ICU,Occupied,1
RM003250,HOSP000163,110,Consultation Room,Maintenance,1
RM003251,HOSP000163,511,ICU,Maintenance,1
RM003252,HOSP000163,312,ICU,Available,1
RM003253,HOSP000163,213,General Ward,Available,6
RM003254,HOSP000163,114,Emergency Room,Maintenance,6
RM003255,HOSP000163,315,Consultation Room,Occupied,1
RM003256,HOSP000163,116,ICU,Available,1
RM003257,HOSP000163,317,Operation Theater,Available,1
RM003258,HOSP000163,218,General Ward,Occupied,6
RM003259,HOSP000163,119,General Ward,Maintenance,4
RM003260,HOSP000163,520,General Ward,Occupied,4
RM003261,HOSP000164,501,ICU,Occupied,1
RM003262,HOSP000164,202,General Ward,Occupied,2
RM003263,HOSP000164,303,Consultation Room,Available,1
RM003264,HOSP000164,304,Consultation Room,Occupied,1
RM003265,HOSP000164,505,General Ward,Occupied,4
RM003266,HOSP000164,506,Operation Theater,Available,1
RM003267,HOSP000164,107,Emergency Room,Available,6
RM003268,HOSP000164,408,Consultation Room,Available,1
RM003269,HOSP000164,509,ICU,Available,1
RM003270,HOSP000164,110,Consultation Room,Maintenance,1
RM003271,HOSP000164,111,Consultation Room,Available,1
RM003272,HOSP000164,212,Consultation Room,Occupied,1
RM003273,HOSP000164,113,Consultation Room,Maintenance,1
RM003274,HOSP000164,114,Emergency Room,Occupied,6
RM003275,HOSP000164,315,Operation Theater,Occupied,1
RM003276,HOSP000164,316,ICU,Occupied,1
RM003277,HOSP000164,117,General Ward,Occupied,6
RM003278,HOSP000164,418,Emergency Room,Available,4
RM003279,HOSP000164,419,Operation Theater,Occupied,1
RM003280,HOSP000164,420,Consultation Room,Available,1
RM003281,HOSP000165,301,Consultation Room,Available,1
RM003282,HOSP000165,302,Consultation Room,Available,1
RM003283,HOSP000165,103,General Ward,Available,6
RM003284,HOSP000165,304,Operation Theater,Occupied,1
RM003285,HOSP000165,105,Consultation Room,Maintenance,1
RM003286,HOSP000165,506,General Ward,Maintenance,6
RM003287,HOSP000165,107,Emergency Room,Occupied,2
RM003288,HOSP000165,208,Emergency Room,Maintenance,4
RM003289,HOSP000165,309,ICU,Available,1
RM003290,HOSP000165,110,ICU,Available,1
RM003291,HOSP000165,311,Consultation Room,Maintenance,1
RM003292,HOSP000165,112,ICU,Maintenance,1
RM003293,HOSP000165,413,General Ward,Occupied,2
RM003294,HOSP000165,214,Consultation Room,Maintenance,1
RM003295,HOSP000165,315,ICU,Occupied,1
RM003296,HOSP000165,216,General Ward,Maintenance,4
RM003297,HOSP000165,417,ICU,Maintenance,1
RM003298,HOSP000165,218,ICU,Occupied,1
RM003299,HOSP000165,119,Emergency Room,Maintenance,4
RM003300,HOSP000165,320,Emergency Room,Maintenance,4
RM003301,HOSP000166,201,General Ward,Maintenance,4
RM003302,HOSP000166,302,General Ward,Maintenance,4
RM003303,HOSP000166,103,Emergency Room,Maintenance,6
RM003304,HOSP000166,504,Operation Theater,Available,1
RM003305,HOSP000166,105,Consultation Room,Available,1
RM003306,HOSP000166,206,Operation Theater,Occupied,1
RM003307,HOSP000166,107,Operation Theater,Occupied,1
RM003308,HOSP000166,508,Emergency Room,Occupied,2
RM003309,HOSP000166,209,Operation Theater,Available,1
RM003310,HOSP000166,410,General Ward,Maintenance,2
RM003311,HOSP000166,111,General Ward,Maintenance,6
RM003312,HOSP000166,112,Operation Theater,Occupied,1
RM003313,HOSP000166,513,Consultation Room,Available,1
RM003314,HOSP000166,514,Operation Theater,Occupied,1
RM003315,HOSP000166,115,General Ward,Maintenance,6
RM003316,HOSP000166,416,ICU,Occupied,1
RM003317,HOSP000166,117,General Ward,Available,4
RM003318,HOSP000166,418,Consultation Room,Available,1
RM003319,HOSP000166,319,Emergency Room,Occupied,2
RM003320,HOSP000166,120,ICU,Occupied,1
RM003321,HOSP000167,401,General Ward,Maintenance,6
RM003322,HOSP000167,102,Emergency Room,Available,6
RM003323,HOSP000167,503,Consultation Room,Maintenance,1
RM003324,HOSP000167,304,Operation Theater,Maintenance,1
RM003325,HOSP000167,405,Consultation Room,Occupied,1
RM003326,HOSP000167,306,ICU,Maintenance,1
RM003327,HOSP000167,407,General Ward,Available,2
RM003328,HOSP000167,108,ICU,Occupied,1
RM003329,HOSP000167,509,Consultation Room,Maintenance,1
RM003330,HOSP000167,210,ICU,Maintenance,1
RM003331,HOSP000167,111,ICU,Available,1
RM003332,HOSP000167,512,ICU,Occupied,1
RM003333,HOSP000167,513,General Ward,Maintenance,4
RM003334,HOSP000167,114,ICU,Occupied,1
RM003335,HOSP000167,515,Operation Theater,Maintenance,1
RM003336,HOSP000167,516,Consultation Room,Maintenance,1
RM003337,HOSP000167,217,Emergency Room,Occupied,2
RM003338,HOSP000167,418,Operation Theater,Maintenance,1
RM003339,HOSP000167,119,Consultation Room,Available,1
RM003340,HOSP000167,220,Consultation Room,Occupied,1
RM003341,HOSP000168,201,ICU,Available,1
RM003342,HOSP000168,102,General Ward,Occupied,4
RM003343,HOSP000168,303,General Ward,Maintenance,2
RM003344,HOSP000168,404,Operation Theater,Available,1
RM003345,HOSP000168,205,General Ward,Occupied,6
RM003346,HOSP000168,106,Consultation Room,Maintenance,1
RM003347,HOSP000168,207,Consultation Room,Available,1
RM003348,HOSP000168,308,Operation Theater,Maintenance,1
RM003349,HOSP000168,409,Emergency Room,Occupied,4
RM003350,HOSP000168,110,Consultation Room,Occupied,1
RM003351,HOSP000168,311,ICU,Maintenance,1
RM003352,HOSP000168,212,Consultation Room,Available,1
RM003353,HOSP000168,513,ICU,Occupied,1
RM003354,HOSP000168,414,Consultation Room,Available,1
RM003355,HOSP000168,215,Operation Theater,Available,1
RM003356,HOSP000168,516,General Ward,Occupied,6
RM003357,HOSP000168,317,General Ward,Occupied,2
RM003358,HOSP000168,118,Consultation Room,Available,1
RM003359,HOSP000168,519,Operation Theater,Maintenance,1
RM003360,HOSP000168,520,General Ward,Maintenance,6
RM003361,HOSP000169,301,ICU,Available,1
RM003362,HOSP000169,502,General Ward,Available,6
RM003363,HOSP000169,203,Operation Theater,Available,1
RM003364,HOSP000169,404,General Ward,Maintenance,2
RM003365,HOSP000169,505,ICU,Available,1
RM003366,HOSP000169,106,Operation Theater,Maintenance,1
RM003367,HOSP000169,407,Operation Theater,Occupied,1
RM003368,HOSP000169,508,Consultation Room,Available,1
RM003369,HOSP000169,509,Operation Theater,Occupied,1
RM003370,HOSP000169,310,Consultation Room,Maintenance,1
RM003371,HOSP000169,211,Emergency Room,Occupied,4
RM003372,HOSP000169,312,ICU,Maintenance,1
RM003373,HOSP000169,413,ICU,Available,1
RM003374,HOSP000169,314,Operation Theater,Maintenance,1
RM003375,HOSP000169,115,Operation Theater,Available,1
RM003376,HOSP000169,516,General Ward,Available,6
RM003377,HOSP000169,217,Operation Theater,Available,1
RM003378,HOSP000169,318,Emergency Room,Available,2
RM003379,HOSP000169,519,ICU,Maintenance,1
RM003380,HOSP000169,520,Operation Theater,Maintenance,1
RM003381,HOSP000170,301,General Ward,Maintenance,6
RM003382,HOSP000170,302,Operation Theater,Occupied,1
RM003383,HOSP000170,203,Emergency Room,Maintenance,4
RM003384,HOSP000170,304,General Ward,Available,4
RM003385,HOSP000170,105,General Ward,Available,2
RM003386,HOSP000170,306,General Ward,Available,6
RM003387,HOSP000170,107,General Ward,Maintenance,6
RM003388,HOSP000170,508,Consultation Room,Occupied,1
RM003389,HOSP000170,109,Emergency Room,Available,6
RM003390,HOSP000170,410,Emergency Room,Maintenance,4
RM003391,HOSP000170,211,Consultation Room,Maintenance,1
RM003392,HOSP000170,112,ICU,Occupied,1
RM003393,HOSP000170,313,Emergency Room,Occupied,2
RM003394,HOSP000170,114,Operation Theater,Occupied,1
RM003395,HOSP000170,215,Operation Theater,Available,1
RM003396,HOSP000170,316,Consultation Room,Maintenance,1
RM003397,HOSP000170,217,Consultation Room,Occupied,1
RM003398,HOSP000170,318,General Ward,Available,6
RM003399,HOSP000170,219,Operation Theater,Maintenance,1
RM003400,HOSP000170,120,Consultation Room,Available,1
RM003401,HOSP000171,301,Emergency Room,Maintenance,6
RM003402,HOSP000171,202,ICU,Maintenance,1
RM003403,HOSP000171,403,ICU,Available,1
RM003404,HOSP000171,504,Emergency Room,Available,6
RM003405,HOSP000171,105,General Ward,Occupied,4
RM003406,HOSP000171,306,Emergency Room,Maintenance,2
RM003407,HOSP000171,107,General Ward,Occupied,2
RM003408,HOSP000171,408,ICU,Occupied,1
RM003409,HOSP000171,309,Emergency Room,Occupied,6
RM003410,HOSP000171,210,General Ward,Available,6
RM003411,HOSP000171,511,Emergency Room,Available,2
RM003412,HOSP000171,412,General Ward,Maintenance,4
RM003413,HOSP000171,513,ICU,Available,1
RM003414,HOSP000171,514,Consultation Room,Available,1
RM003415,HOSP000171,415,Consultation Room,Occupied,1
RM003416,HOSP000171,316,Consultation Room,Maintenance,1
RM003417,HOSP000171,317,General Ward,Occupied,4
RM003418,HOSP000171,218,General Ward,Maintenance,6
RM003419,HOSP000171,519,Emergency Room,Available,4
RM003420,HOSP000171,420,Consultation Room,Occupied,1
RM003421,HOSP000172,301,General Ward,Maintenance,6
RM003422,HOSP000172,202,ICU,Available,1
RM003423,HOSP000172,203,General Ward,Occupied,4
RM003424,HOSP000172,304,Operation Theater,Occupied,1
RM003425,HOSP000172,405,General Ward,Available,2
RM003426,HOSP000172,306,Emergency Room,Available,2
RM003427,HOSP000172,507,ICU,Available,1
RM003428,HOSP000172,408,Operation Theater,Maintenance,1
RM003429,HOSP000172,509,Operation Theater,Maintenance,1
RM003430,HOSP000172,310,Operation Theater,Occupied,1
RM003431,HOSP000172,211,ICU,Occupied,1
RM003432,HOSP000172,312,Consultation Room,Maintenance,1
RM003433,HOSP000172,213,Emergency Room,Occupied,6
RM003434,HOSP000172,314,Emergency Room,Maintenance,2
RM003435,HOSP000172,115,ICU,Occupied,1
RM003436,HOSP000172,416,ICU,Available,1
RM003437,HOSP000172,417,ICU,Occupied,1
RM003438,HOSP000172,518,Consultation Room,Available,1
RM003439,HOSP000172,219,Operation Theater,Maintenance,1
RM003440,HOSP000172,420,ICU,Available,1
RM003441,HOSP000173,301,General Ward,Maintenance,4
RM003442,HOSP000173,502,ICU,Occupied,1
RM003443,HOSP000173,403,Operation Theater,Maintenance,1
RM003444,HOSP000173,104,Consultation Room,Maintenance,1
RM003445,HOSP000173,405,Consultation Room,Available,1
RM003446,HOSP000173,306,General Ward,Available,4
RM003447,HOSP000173,407,ICU,Available,1
RM003448,HOSP000173,408,Consultation Room,Available,1
RM003449,HOSP000173,309,General Ward,Available,6
RM003450,HOSP000173,110,Emergency Room,Maintenance,6
RM003451,HOSP000173,511,Consultation Room,Occupied,1
RM003452,HOSP000173,212,Consultation Room,Available,1
RM003453,HOSP000173,413,Consultation Room,Occupied,1
RM003454,HOSP000173,114,Emergency Room,Occupied,2
RM003455,HOSP000173,415,Emergency Room,Available,2
RM003456,HOSP000173,316,Emergency Room,Maintenance,2
RM003457,HOSP000173,217,Emergency Room,Maintenance,2
RM003458,HOSP000173,118,Consultation Room,Occupied,1
RM003459,HOSP000173,219,General Ward,Available,2
RM003460,HOSP000173,120,ICU,Maintenance,1
RM003461,HOSP000174,501,Consultation Room,Occupied,1
RM003462,HOSP000174,202,ICU,Available,1
RM003463,HOSP000174,203,General Ward,Maintenance,2
RM003464,HOSP000174,404,ICU,Occupied,1
RM003465,HOSP000174,105,Operation Theater,Available,1
RM003466,HOSP000174,506,Emergency Room,Available,2
RM003467,HOSP000174,107,General Ward,Maintenance,4
RM003468,HOSP000174,208,Emergency Room,Available,4
RM003469,HOSP000174,309,ICU,Occupied,1
RM003470,HOSP000174,410,General Ward,Available,6
RM003471,HOSP000174,111,General Ward,Occupied,2
RM003472,HOSP000174,512,General Ward,Maintenance,4
RM003473,HOSP000174,113,Consultation Room,Maintenance,1
RM003474,HOSP000174,414,ICU,Available,1
RM003475,HOSP000174,215,Consultation Room,Occupied,1
RM003476,HOSP000174,316,ICU,Maintenance,1
RM003477,HOSP000174,417,Operation Theater,Available,1
RM003478,HOSP000174,518,Emergency Room,Maintenance,2
RM003479,HOSP000174,119,General Ward,Occupied,6
RM003480,HOSP000174,520,ICU,Maintenance,1
RM003481,HOSP000175,201,ICU,Available,1
RM003482,HOSP000175,302,Consultation Room,Available,1
RM003483,HOSP000175,203,Operation Theater,Available,1
RM003484,HOSP000175,404,Consultation Room,Maintenance,1
RM003485,HOSP000175,405,ICU,Maintenance,1
RM003486,HOSP000175,506,Consultation Room,Occupied,1
RM003487,HOSP000175,207,Consultation Room,Available,1
RM003488,HOSP000175,308,Consultation Room,Occupied,1
RM003489,HOSP000175,309,Emergency Room,Maintenance,6
RM003490,HOSP000175,510,Operation Theater,Occupied,1
RM003491,HOSP000175,211,Consultation Room,Occupied,1
RM003492,HOSP000175,512,Consultation Room,Maintenance,1
RM003493,HOSP000175,113,Emergency Room,Available,6
